car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,normal_hours,other_hours
TJ42,BLK 150 CORPORATION DRIVE,1.327225464,103.7223494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,0.6,0.6
TM10,BLK 331A TAMPINES STREET 32,1.353353646,103.9602551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2,N,0.6,0.6
TM11,BLK 384A TAMPINES STREET 32,1.354400372,103.9585245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,1.9,N,0.6,0.6
TM12,BLK 390A TAMPINES AVENUE 7,1.355830434,103.9572155,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TM13,BLK 374A TAMPINES STREET 34,1.356357094,103.9591007,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N,0.6,0.6
TM14,BLK 891B TAMPINES AVENUE 8,1.349150151,103.9305717,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM15,BLK 450B TAMPINES STREET 42,1.357730625,103.9522237,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TM16,BLK 230A TAMPINES STREET 21,1.355754807,103.9502311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,0.6,0.6
TM17,BLK 842A TAMPINES STREET 82,1.351213155,103.9379871,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,0.6,0.6
TM18,BLK 856A TAMPINES STREET 82,1.352397971,103.9380349,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2,N,0.6,0.6
TM19,BLK 364A TAMPINES STREET 34,1.357342655,103.9593449,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM20,BLK 366A TAMPINES STREET 34,1.358142718,103.9610215,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM21,BLK 340A TAMPINES STREET 33,1.351413327,103.9604738,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N,0.6,0.6
TM22,BLK 351A TAMPINES STREET 33,1.352264487,103.9628295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
TM23,BLK 354A TAMPINES STREET 33,1.354661486,103.9621811,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TM24,BLK 359A TAMPINES ST 34,1.355417948,103.9614424,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N,0.6,0.6
TM25,BLK 497E TAMPINES STREET 45,1.358714747,103.9584951,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2,N,0.6,0.6
TM26,BLK 497K TAMPINES STREET 45,1.35982668,103.9596252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2,N,0.6,0.6
TM27,BLK 497L TAMPINES STREET 45,1.360653005,103.9598885,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N,0.6,0.6
TM28,BLK 498K TAMPINES STREET 45,1.362833735,103.9568797,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N,0.6,0.6
TM29,BLK 498C TAMPINES STREET 45,1.360685386,103.9591088,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N,0.6,0.6
TM3,BLK 496A TAMPINES STREET 43,1.361262783,103.950565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
TM30,BLK 701A TAMPINES STREET 71,1.35687383,103.9366514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM31,BLK 716A TAMPINES STREET 71,1.358751856,103.9366554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM32,BLK 723A TAMPINES STREET 72,1.359535602,103.9352307,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM33,BLK 727A TAMPINES STREET 71,1.356363667,103.9360719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM34,BLK 730A TAMPINES STREET 71,1.35721981,103.9334329,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM35,BLK 742A TAMPINES STREET 72,1.359914848,103.9341393,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TM36,BLK 515 TAMPINES CTRL 7,1.357162986,103.9390733,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,0.6,0.6
TM37,BLK 518 TAMPINES CTRL 7,1.356176844,103.9386072,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,0.6,0.6
TM4,BLK 494A TAMPINES STREET 43,1.363095229,103.9521615,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.8,N,0.6,0.6
TM41,BLK 921A TAMPINES ST 91,1.347530102,103.9414185,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,0.6,0.6
TM42,BLK 823A TAMPINES STREET 81,1.348936975,103.9335075,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
TM43,BLK 202A TAMPINES STREET 21,1.353387178,103.9522347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM44,BLK 499 TAMPINES AVE 9,1.359200025,103.9563169,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,0.6,0.6
TM45,BLK 869C TAMPINES AVE 8,1.355347417,103.933003,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,0.6,0.6
TM46,BLK 522 TAMPINES CTRL 7,1.358546579,103.9384438,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TM47,BLK 519 TAMPINES CENTRAL 8,1.356712432,103.9401505,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,0.6,0.6
TM48,BLK 890 TAMPINES AVE 1,1.347078274,103.9341414,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,0.6,0.6
TM49,BLK 494F TAMPINES ST 43,1.363979776,103.9530237,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TM5,BLK 492A TAMPINES STREET 45,1.363108337,103.9540792,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.9,N,0.6,0.6
TM50,BLK 870B TAMPINES ST 86,1.35644833,103.9311196,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TM51,BLK 879C TAMPINES AVE 8,1.351182904,103.9287561,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
TM52,BLK 492 TAMPINES ST45,1.363921224,103.9557158,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,0.6,0.6
TM53,BLK 859B TAMPINES AVE 5,1.354853104,103.938689,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,0.6,0.6
TM54,BLK 875A TAMPINES STREET 86,1.353529262,103.9299226,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,0.6,0.6
TM55,BLK 873A BLK 873A TAMPINES STREET 86,1.35487904,103.9307058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,0.6,0.6
TM6,BLK 307A TAMPINES STREET 32,1.353247814,103.9563494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,0.6,0.6
TM7,BLK 311A TAMPINES STREET 33,1.352808967,103.9576252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,1.85,N,0.6,0.6
TM8,BLK 316A TAMPINES STREET 33,1.351500692,103.9572043,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TM9,BLK 330A TAMPINES STREET 32,1.353345412,103.9590931,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N,0.6,0.6
TPB1,BLK 18A LOR 6 TOA PAYOH,1.336064863,103.8565975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
TPL,BLK 5/7 TANJONG PAGAR,1.276907575,103.8430074,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.4,N,0.6,0.6
TPM,BLK 1/6 TANJONG PAGAR MSCP,1.2754814,103.8422974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.8,N,1.2,0.6
TPMA,BLK 60A LORONG 4 TOA PAYOH,1.33650366,103.8511336,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TPMB,BLK 156A LORONG 1 TOA PAYOH,1.333054807,103.8452408,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TPMC,BLK 110A LORONG 1 TOA PAYOH,1.341935891,103.8461607,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TPMD,BLK 161A LORONG 1 TOA PAYOH,1.330208075,103.8449112,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
TPME,BLK 93A LORONG 4 TOA PAYOH,1.338446133,103.8498468,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
TPMF,BLK 141A LORONG 2 TOA PAYOH,1.335166644,103.8455971,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
TPMG,BLK 128A LORONG 1 TOA PAYOH,1.338249039,103.8440731,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
TPMH,BLK 260 KIM KEAT AVENUE,1.33202292,103.8573979,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
TPMJ,BLK 146A LORONG 2 TOA PAYOH,1.334266202,103.8454805,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
TPMK,BLK 194A KIM KEAT AVE,1.330976904,103.8585718,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
TPML,BLK 233A LOR 8 TOA PAYOH,1.338225876,103.8589232,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
TPMM,BLK 227A LOR 8 TOA PAYOH,1.339014103,103.8580037,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
TPMN,BLK 78B TOA PAYOH CENTRAL,1.334893016,103.8485785,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,0.6,0.6
TPMP,BLK 138 LORONG 1A TOA PAYOH,1.336684166,103.8448014,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,0.6,0.6
TPMQ,BLK 130 LORONG 1 TOA PAYOH,1.336978466,103.8428537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
TPMR,BLK 261A TOA PAYOH EAST,1.33374734,103.8556732,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
TPM2,BLK 101C LORONG 2 TOA PAYOH,1.339270204,103.8470872,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2,N,0.6,0.6
TPM3,BLK 171A LORONG 1 TOA PAYOH,1.330749004,103.8422339,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.95,N,0.6,0.6
TPM4,BLK 81C LORONG 4 TOA PAYOH,1.335754157,103.8493461,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TPM5,BLK 84C LORONG 2 TOA PAYOH,1.335818685,103.8473399,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
TPM6,BLK 35A LORONG 5 TOA PAYOH,1.334889654,103.8546234,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TPM7,BLK 120A LORONG 2 TOA PAYOH,1.339849706,103.8459218,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TPM8,BLK 11A LORONG 8 TOA PAYOH,1.336635251,103.859286,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TPM9,BLK 10A LORONG 7 TOA PAYOH,1.337081282,103.857789,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TP10,BLK 68 LORONG 5 TOA PAYOH,1.334916138,103.8535916,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,0.6,0.6
TP12,BLK 71/72 LORONG 5 TOA PAYOH,1.334027341,103.852107,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP14,BLK 63/64 LORONG 5 TOA PAYOH,1.335888611,103.8524077,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP15,BLK 53 TO 55 LORONG 5 TOA PAYOH,1.3374794,103.8508335,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP16,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,1.333245746,103.8483162,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
TP17,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,1.333773022,103.8485933,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.4,N,0.6,0.6
TP18,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,1.332589321,103.8507445,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,1.336179632,103.8482415,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP20,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,1.33102242,103.8444876,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP22,BLK 148 TO 150 LORONG 1 TOA PAYOH,1.334200937,103.8440423,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP27,BLK 125/126/131 LORONG 2 TOA PAYOH,1.337544128,103.8452676,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,1.335341206,103.8515502,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP3A,BLK 3A LORONG 7 TOA PAYOH,1.339518206,103.8542126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2,N,0.6,0.6
TP30,BLK 116/122 LORONG 1 TOA PAYOH,1.340605802,103.8463328,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,1.341101079,103.845871,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,1.341080348,103.8474497,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
TP33,BLK 205 TO 207 TOA PAYOH NORTH,1.342517413,103.8470823,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,1.337988183,103.8524333,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,0.6,0.6
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,1.336263105,103.8537886,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
TP39,BLK 28 TO 33 TOA PAYOH EAST,1.332916101,103.8542461,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP4A,BLK 4A LORONG 7 TOA PAYOH,1.33927119,103.855529,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,0.6,0.6
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVE,1.331687194,103.8567142,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP41,BLK 253/254/256 KIM KEAT AVENUE,1.331969495,103.8582438,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,1.334837558,103.8572443,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP48,BLK 8 LORONG 7 TOA PAYOH,1.337571506,103.8566807,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
TP49,BLK 4/5 LORONG 7 TOA PAYOH,1.338869601,103.8557427,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,1.338878433,103.854431,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,1.341408653,103.8545392,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,1.342442066,103.8555524,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,1.341438887,103.8564559,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP56,BLK 1 TO 21 LOR 8 INDUSTRIAL PARK,1.336733484,103.8604394,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,1.334938635,103.8605074,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PK.,1.334204786,103.8607028,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,1.34016499,103.8522587,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,1.332969428,103.8483207,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,1.9,N,0.6,0.6
TP62,BLK 199 TO 201 TOA PAYOH NORTH,1.341419702,103.8504611,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP63,BLK 202 TO 204 TOA PAYOH NORTH,1.341762454,103.8490328,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP64,BLK 199 & 203 TOA PAYOH NORTH,1.342338559,103.8496131,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TP65,BLK 62B LORONG 4 TOA PAYOH,1.335652523,103.8510554,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,0.6,0.6
TP66,BLK 19 LOR 6 TOA PAYOH,1.335277036,103.8563877,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
TP67,BLK 25-27/257-259 KIM KEAT AVE,1.332749275,103.8571109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP68,BLK 196 KIM KEAT AVE,1.331135704,103.8592937,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,1.339803902,103.8487652,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,1.339391741,103.848451,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LOR 3 TOA PAYOH,1.337949652,103.8494146,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TRM,BLK 14A KAMPONG ARANG ROAD,1.300331304,103.8836578,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
TRS,BLK 14 KAMPONG ARANG ROAD,1.300649419,103.8834701,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TR1,BLK 102/107 TOWNER ROAD,1.319730403,103.8611096,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
TWM1,BLK 154A JALAN TECK WHYE,1.379154477,103.757533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N,0.6,0.6
TWM2,BLK 158A JALAN TECK WHYE,1.37963666,103.7565767,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
